arrival_time,wait_time
10:40:35,00:01:10
10:45:01,00:03:47
10:48:11,00:04:20
10:50:15,00:02:05
10:51:52,00:01:37
10:52:13,00:01:22
10:53:20,00:05:08
10:55:42,00:01:17
10:56:48,00:03:31
10:57:36,00:02:08
11:02:02,00:01:41
11:02:39,00:02:36
11:02:54,00:02:06
11:02:56,00:02:31
11:03:14,00:04:51
11:04:01,00:06:07
11:04:02,00:03:10
11:04:17,00:05:06
11:04:27,00:07:53
11:04:36,00:05:40
11:05:49,00:05:06
11:07:39,00:03:37
11:08:05,00:07:07
11:08:36,00:04:12
11:11:33,00:05:19
11:12:47,00:03:36
11:13:16,00:03:44
11:14:07,00:03:45
11:14:14,00:09:06
11:14:30,00:04:44
11:14:33,00:05:41
11:14:33,00:07:24
11:15:34,00:09:29
11:16:08,00:07:43
11:18:03,00:08:44
11:18:04,00:06:39
11:18:53,00:07:45
11:19:32,00:08:10
11:19:44,00:09:01
11:21:00,00:08:55
11:21:09,00:08:27
11:21:33,00:10:01
11:22:38,00:08:57
11:22:45,00:08:55
11:23:04,00:11:25
11:24:53,00:09:37
11:25:18,00:08:43
11:25:45,00:09:19
11:26:40,00:10:02
11:26:56,00:10:32
11:28:13,00:08:27
11:28:14,00:09:40
11:28:18,00:11:22
11:28:30,00:11:49
11:28:32,00:11:46
11:29:23,00:15:40
11:29:36,00:18:17
11:29:41,00:11:56
11:30:08,00:13:09
11:30:42,N/A
11:31:03,N/A
11:31:18,N/A
11:31:22,N/A
11:31:31,N/A
11:32:00,00:13:01
11:32:03,00:17:24
11:32:05,00:14:45
11:32:57,N/A
11:33:24,N/A
11:33:26,N/A
11:34:11,00:17:31
11:34:12,N/A
11:34:22,N/A
11:36:48,00:17:12
11:36:49,00:18:23
11:36:59,00:16:51
11:38:07,00:18:20
11:38:27,00:16:09
11:38:33,00:19:04
11:39:30,00:17:32
11:39:37,N/A
11:40:04,00:18:16
11:40:30,00:18:51
11:40:34,00:18:53
11:40:37,N/A
11:41:45,00:17:14
11:41:50,N/A
11:43:06,N/A
11:43:11,N/A
11:43:39,00:17:37
11:45:35,00:16:03
11:45:40,00:15:44
11:46:05,N/A
11:46:10,N/A
11:46:13,N/A
11:47:45,00:16:21
11:48:05,00:14:26
11:48:26,N/A
11:49:16,N/A
11:49:31,00:13:16
11:49:54,N/A
11:51:08,N/A
11:51:59,00:11:51
11:52:02,N/A
11:52:32,N/A
11:53:16,N/A
11:54:42,00:10:35
11:55:04,00:12:11
11:55:05,00:10:22
11:55:10,N/A
11:55:10,N/A
11:55:13,00:12:51
11:55:46,N/A
11:55:58,N/A
11:56:08,N/A
11:57:07,00:10:31
11:57:20,00:12:44
11:58:28,00:12:46
11:59:40,00:11:05
12:01:47,00:12:17
12:02:40,00:10:31
12:04:00,00:11:07
12:05:22,00:10:28
12:08:51,00:10:58
12:09:23,00:09:30
12:09:59,00:09:28
12:11:32,00:09:58
12:12:05,00:11:39
12:13:47,00:11:41
12:15:48,00:10:17
12:15:51,00:09:24
12:16:12,00:13:21
12:19:11,00:08:19
12:20:27,00:08:13
12:24:41,00:05:43
12:27:28,00:02:47
12:28:00,00:04:04
12:28:05,00:06:18
12:29:35,00:07:21
12:29:49,00:03:35
12:31:30,00:03:09
12:31:49,00:05:46
12:32:20,00:04:54
12:33:50,00:05:54
12:34:45,00:07:18
12:34:46,00:06:27
12:35:21,00:12:29
12:36:17,00:09:54
12:36:56,00:10:18
12:37:30,00:11:40
12:37:32,00:12:58
12:38:31,00:11:01
12:39:21,00:11:36
12:39:29,00:16:13
12:39:49,00:12:38
12:43:29,00:10:41
12:44:53,00:10:36
12:45:27,00:09:37
12:45:37,00:12:09
12:45:40,00:12:54
12:46:03,00:10:42
12:46:33,00:12:52
12:46:37,00:16:18
12:47:38,00:11:44
12:47:44,00:15:22
12:48:06,00:13:03
12:48:46,00:17:54
12:49:50,00:16:38
12:50:01,00:14:20
12:50:42,00:16:28
12:51:36,00:18:41
12:51:58,N/A
12:52:10,N/A
12:52:38,00:17:02
12:53:14,N/A
12:54:00,N/A
12:54:06,N/A
12:54:35,00:15:02
12:54:43,N/A
12:55:03,N/A
12:55:36,00:16:21
12:56:41,00:14:32
12:57:24,00:14:31
12:58:01,00:15:22
12:59:24,00:14:03
12:59:43,00:13:52
13:00:08,00:26:47
13:00:18,00:14:47
13:01:52,00:13:57
13:02:07,N/A
13:02:19,N/A
13:02:26,N/A
13:03:11,00:14:38
13:03:19,00:14:48
13:04:00,N/A
13:04:10,N/A
13:05:11,00:16:10
13:05:22,N/A
13:06:29,00:12:49
13:06:30,N/A
13:07:27,00:14:41
13:07:46,00:15:46
13:07:57,N/A
13:08:00,N/A
13:08:10,N/A
13:08:13,N/A
13:08:34,N/A
13:09:21,N/A
13:09:35,N/A
13:09:43,00:14:06
13:09:45,00:18:39
13:10:09,N/A
13:10:26,00:15:43
13:11:21,00:16:46
13:12:32,00:23:26
13:12:53,00:16:38
13:12:54,N/A
13:13:26,00:16:52
13:14:11,00:16:32
13:14:31,00:16:54
13:14:40,N/A
13:14:58,N/A
13:14:59,N/A
13:15:09,00:17:19
13:15:26,N/A
13:15:32,N/A
13:16:00,00:18:14
13:16:09,N/A
13:17:24,N/A
13:17:28,N/A
13:17:50,00:20:58
13:17:59,N/A
13:19:00,00:18:36
13:19:43,00:18:02
13:19:56,N/A
13:20:35,N/A
13:21:09,N/A
13:21:25,00:18:06
13:21:47,N/A
13:21:49,N/A
13:22:20,00:20:54
13:23:45,00:19:03
13:23:50,00:18:30
13:23:59,N/A
13:25:01,N/A
13:25:07,N/A
13:25:24,N/A
13:25:35,N/A
13:25:51,N/A
13:26:08,N/A
13:26:39,00:22:58
13:27:25,00:23:08
13:27:26,N/A
13:27:45,N/A
13:28:38,00:16:29
13:28:56,00:19:29
13:29:00,N/A
13:29:07,N/A
13:29:16,N/A
13:29:24,N/A
13:29:39,00:22:48
13:29:52,N/A
13:29:55,N/A
13:30:13,N/A
13:30:18,N/A
13:30:49,00:21:21
13:30:51,00:22:10
13:30:57,N/A
13:30:59,N/A
13:31:16,N/A
13:31:18,N/A
13:31:32,00:23:22
13:31:38,N/A
13:31:40,N/A
13:31:52,N/A
13:32:18,N/A
13:32:20,N/A
13:32:37,00:21:58
13:32:45,N/A
13:32:45,N/A
13:32:45,N/A
13:33:03,N/A
13:33:56,N/A
13:34:14,N/A
13:34:16,00:21:20
13:34:17,N/A
13:34:32,N/A
13:34:57,N/A
13:35:40,N/A
13:35:55,N/A
13:35:56,N/A
