group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,1,Served,10:30 - 10:40,10:36:13,00:00:00,10:36:13,00:01:42,00:01:42,h1
2,3,Served,10:40 - 10:50,10:47:16,00:00:00,10:47:16,00:02:37,00:02:37,h1
3,1,Served,10:40 - 10:50,10:48:42,00:00:00,10:48:42,00:02:26,00:02:26,k1
4,1,Served,10:50 - 11:00,10:58:42,00:00:00,10:58:42,00:02:21,00:02:21,h1
5,1,Served,10:50 - 11:00,10:56:24,00:00:00,10:56:24,00:02:52,00:02:52,k1
6,2,Served,10:50 - 11:00,10:55:47,00:00:00,10:55:47,00:02:53,00:02:53,h1
7,1,Served,10:50 - 11:00,10:59:00,00:00:00,10:59:00,00:01:56,00:01:56,k2
8,2,Served,10:50 - 11:00,10:52:16,00:00:00,10:52:16,00:00:51,00:00:51,k1
9,1,Served,10:50 - 11:00,10:52:11,00:00:00,10:52:11,00:01:55,00:01:55,h1
10,1,Served,10:50 - 11:00,10:53:27,00:00:00,10:53:27,00:01:17,00:01:17,k1
11,3,Served,11:00 - 11:10,11:08:15,00:01:55,11:10:10,00:02:01,00:03:56,h1
12,2,Served,11:00 - 11:10,11:09:26,00:02:14,11:11:40,00:00:45,00:02:59,k2
13,1,Served,11:00 - 11:10,11:05:20,00:01:15,11:06:35,00:01:40,00:02:55,h1
14,1,Served,11:00 - 11:10,11:03:37,00:00:37,11:04:14,00:02:21,00:02:58,h1
15,1,Served,11:00 - 11:10,11:01:57,00:00:00,11:01:57,00:01:36,00:01:36,k1
16,1,Served,11:00 - 11:10,11:02:35,00:00:00,11:02:35,00:05:45,00:05:45,k2
17,1,Served,11:00 - 11:10,11:01:19,00:00:00,11:01:19,00:01:24,00:01:24,h1
18,3,Served,11:00 - 11:10,11:02:39,00:00:04,11:02:43,00:01:31,00:01:35,h1
19,1,Served,11:00 - 11:10,11:05:58,00:02:17,11:08:15,00:01:03,00:03:20,h1
20,2,Served,11:00 - 11:10,11:08:39,00:02:54,11:11:33,00:02:18,00:05:12,k1
21,1,Served,11:00 - 11:10,11:04:35,00:01:29,11:06:04,00:05:29,00:06:58,k1
22,1,Served,11:00 - 11:10,11:07:28,00:01:50,11:09:18,00:00:52,00:02:42,h1
23,1,Served,11:00 - 11:10,11:07:16,00:01:04,11:08:20,00:03:20,00:04:24,k2
24,1,Served,11:00 - 11:10,11:02:41,00:00:52,11:03:33,00:02:31,00:03:23,k1
25,1,Served,11:10 - 11:20,11:16:58,00:07:41,11:24:39,00:04:29,00:12:10,k2
26,1,Served,11:10 - 11:20,11:11:27,00:04:31,11:15:58,00:03:38,00:08:09,h1
27,1,Served,11:10 - 11:20,11:18:59,00:10:46,11:29:45,00:01:52,00:12:38,k1
28,4,Served,11:10 - 11:20,11:10:18,00:01:53,11:12:11,00:02:17,00:04:10,h1
29,2,Served,11:10 - 11:20,11:12:01,00:07:49,11:19:50,00:02:03,00:09:52,k1
30,3,Served,11:10 - 11:20,11:10:54,00:02:57,11:13:51,00:04:38,00:07:35,k1
31,1,Served,11:10 - 11:20,11:11:20,00:03:08,11:14:28,00:01:30,00:04:38,h1
32,1,Served,11:10 - 11:20,11:11:59,00:07:37,11:19:36,00:02:24,00:10:01,h1
33,1,Served,11:10 - 11:20,11:13:01,00:08:52,11:21:53,00:02:31,00:11:23,k1
34,1,Served,11:10 - 11:20,11:10:50,00:01:35,11:12:25,00:05:27,00:07:02,k2
35,2,Served,11:10 - 11:20,11:11:47,00:06:42,11:18:29,00:01:21,00:08:03,k1
36,3,Served,11:10 - 11:20,11:11:41,00:06:11,11:17:52,00:02:35,00:08:46,k2
37,1,Served,11:10 - 11:20,11:16:11,00:05:49,11:22:00,00:04:00,00:09:49,h1
38,1,Served,11:10 - 11:20,11:17:54,00:08:06,11:26:00,00:02:53,00:10:59,h1
39,2,Served,11:10 - 11:20,11:18:37,00:10:16,11:28:53,00:01:38,00:11:54,h1
40,1,Served,11:10 - 11:20,11:16:47,00:07:37,11:24:24,00:05:21,00:12:58,k1
41,2,Served,11:10 - 11:20,11:12:32,00:07:55,11:20:27,00:04:12,00:12:07,k2
42,1,Served,11:10 - 11:20,11:18:39,00:10:29,11:29:08,00:03:07,00:13:36,k2
43,1,Served,11:20 - 11:30,11:25:48,00:14:16,11:40:04,00:02:23,00:16:39,k1
44,1,Served,11:20 - 11:30,11:22:34,00:12:12,11:34:46,00:04:43,00:16:55,h1
45,1,Served,11:20 - 11:30,11:20:56,00:11:05,11:32:01,00:02:45,00:13:50,h1
46,1,Rejected,11:20 - 11:30,11:27:17,N/A,N/A,N/A,N/A,N/A
47,2,Rejected,11:20 - 11:30,11:27:49,N/A,N/A,N/A,N/A,N/A
48,1,Rejected,11:20 - 11:30,11:27:24,N/A,N/A,N/A,N/A,N/A
49,3,Served,11:20 - 11:30,11:24:09,00:12:20,11:36:29,00:01:53,00:14:13,k1
50,1,Served,11:20 - 11:30,11:29:09,00:13:18,11:42:27,00:02:58,00:16:16,k1
51,1,Served,11:20 - 11:30,11:29:49,00:13:05,11:42:54,00:02:54,00:15:59,h1
52,1,Served,11:20 - 11:30,11:23:13,00:11:33,11:34:46,00:04:10,00:15:43,k2
53,3,Rejected,11:20 - 11:30,11:28:08,N/A,N/A,N/A,N/A,N/A
54,1,Rejected,11:20 - 11:30,11:27:15,N/A,N/A,N/A,N/A,N/A
55,1,Rejected,11:20 - 11:30,11:27:33,N/A,N/A,N/A,N/A,N/A
56,1,Served,11:20 - 11:30,11:25:23,00:14:06,11:39:29,00:03:25,00:17:31,h1
57,3,Rejected,11:20 - 11:30,11:27:23,N/A,N/A,N/A,N/A,N/A
58,1,Served,11:20 - 11:30,11:24:49,00:14:07,11:38:56,00:02:04,00:16:11,k2
59,1,Rejected,11:20 - 11:30,11:28:24,N/A,N/A,N/A,N/A,N/A
60,2,Served,11:20 - 11:30,11:26:04,00:14:56,11:41:00,00:04:33,00:19:29,k2
61,1,Served,11:20 - 11:30,11:29:54,00:15:31,11:45:25,00:04:16,00:19:47,k1
62,1,Served,11:20 - 11:30,11:20:37,00:11:00,11:31:37,00:04:52,00:15:52,k1
63,3,Rejected,11:20 - 11:30,11:27:49,N/A,N/A,N/A,N/A,N/A
64,1,Served,11:20 - 11:30,11:24:44,00:13:38,11:38:22,00:01:42,00:15:20,k1
65,1,Served,11:20 - 11:30,11:20:29,00:10:02,11:30:31,00:01:30,00:11:32,h1
66,1,Served,11:20 - 11:30,11:21:29,00:10:46,11:32:15,00:02:31,00:13:17,k2
67,1,Served,11:30 - 11:40,11:37:17,00:13:57,11:51:14,00:01:26,00:15:23,h1
68,2,Rejected,11:30 - 11:40,11:31:15,N/A,N/A,N/A,N/A,N/A
69,3,Rejected,11:30 - 11:40,11:34:43,N/A,N/A,N/A,N/A,N/A
70,2,Rejected,11:30 - 11:40,11:31:09,N/A,N/A,N/A,N/A,N/A
71,3,Rejected,11:30 - 11:40,11:35:23,N/A,N/A,N/A,N/A,N/A
72,2,Rejected,11:30 - 11:40,11:37:42,N/A,N/A,N/A,N/A,N/A
73,2,Served,11:30 - 11:40,11:34:55,00:15:01,11:49:56,00:03:51,00:18:52,k2
74,1,Served,11:30 - 11:40,11:39:47,00:11:53,11:51:40,00:01:13,00:13:06,k1
75,2,Served,11:30 - 11:40,11:32:26,00:16:08,11:48:34,00:02:40,00:18:48,h1
76,1,Rejected,11:30 - 11:40,11:30:14,N/A,N/A,N/A,N/A,N/A
77,3,Rejected,11:30 - 11:40,11:34:46,N/A,N/A,N/A,N/A,N/A
78,1,Rejected,11:30 - 11:40,11:34:38,N/A,N/A,N/A,N/A,N/A
79,1,Rejected,11:30 - 11:40,11:32:48,N/A,N/A,N/A,N/A,N/A
80,1,Rejected,11:30 - 11:40,11:37:32,N/A,N/A,N/A,N/A,N/A
81,2,Served,11:30 - 11:40,11:32:07,00:13:41,11:45:48,00:02:46,00:16:27,h1
82,1,Rejected,11:30 - 11:40,11:30:59,N/A,N/A,N/A,N/A,N/A
83,1,Rejected,11:30 - 11:40,11:32:57,N/A,N/A,N/A,N/A,N/A
84,2,Rejected,11:30 - 11:40,11:34:30,N/A,N/A,N/A,N/A,N/A
85,1,Rejected,11:30 - 11:40,11:33:59,N/A,N/A,N/A,N/A,N/A
86,2,Rejected,11:30 - 11:40,11:31:29,N/A,N/A,N/A,N/A,N/A
87,1,Served,11:30 - 11:40,11:30:44,00:14:49,11:45:33,00:02:03,00:16:52,k2
88,1,Rejected,11:30 - 11:40,11:38:03,N/A,N/A,N/A,N/A,N/A
89,2,Served,11:30 - 11:40,11:32:24,00:15:12,11:47:36,00:02:20,00:17:32,k2
90,3,Served,11:30 - 11:40,11:34:52,00:14:49,11:49:41,00:01:59,00:16:48,k1
91,1,Served,11:40 - 11:50,11:45:48,00:14:24,12:00:12,00:05:40,00:20:04,k1
92,1,Served,11:40 - 11:50,11:42:05,00:11:42,11:53:47,00:06:04,00:17:46,k2
93,2,Rejected,11:40 - 11:50,11:46:07,N/A,N/A,N/A,N/A,N/A
94,1,Rejected,11:40 - 11:50,11:49:08,N/A,N/A,N/A,N/A,N/A
95,2,Served,11:40 - 11:50,11:42:29,00:12:43,11:55:12,00:03:24,00:16:07,h1
96,1,Rejected,11:40 - 11:50,11:46:55,N/A,N/A,N/A,N/A,N/A
97,1,Served,11:40 - 11:50,11:48:55,00:16:55,12:05:50,00:03:47,00:20:42,k2
98,1,Served,11:40 - 11:50,11:42:52,00:15:44,11:58:36,00:03:18,00:19:02,h1
99,3,Rejected,11:40 - 11:50,11:49:27,N/A,N/A,N/A,N/A,N/A
100,1,Rejected,11:40 - 11:50,11:42:54,N/A,N/A,N/A,N/A,N/A
101,1,Served,11:40 - 11:50,11:41:45,00:11:08,11:52:53,00:07:19,00:18:27,k1
102,1,Served,11:40 - 11:50,11:45:49,00:16:05,12:01:54,00:03:22,00:19:27,h1
103,2,Rejected,11:40 - 11:50,11:49:20,N/A,N/A,N/A,N/A,N/A
104,1,Served,11:40 - 11:50,11:46:07,00:16:46,12:02:53,00:02:57,00:19:43,k2
105,3,Served,11:40 - 11:50,11:41:33,00:11:07,11:52:40,00:02:32,00:13:39,h1
106,3,Served,11:40 - 11:50,11:47:55,00:17:21,12:05:16,00:01:43,00:19:04,h1
107,2,Served,11:40 - 11:50,11:44:22,00:15:29,11:59:51,00:03:02,00:18:31,k2
108,2,Rejected,11:40 - 11:50,11:49:22,N/A,N/A,N/A,N/A,N/A
109,1,Served,11:40 - 11:50,11:49:52,00:16:00,12:05:52,00:01:49,00:17:49,k1
110,1,Rejected,11:40 - 11:50,11:47:14,N/A,N/A,N/A,N/A,N/A
111,2,Rejected,11:40 - 11:50,11:45:06,N/A,N/A,N/A,N/A,N/A
112,1,Rejected,11:50 - 12:00,11:58:05,N/A,N/A,N/A,N/A,N/A
113,1,Served,11:50 - 12:00,11:52:16,00:15:25,12:07:41,00:01:18,00:16:43,k1
114,1,Served,11:50 - 12:00,11:58:43,00:16:35,12:15:18,00:01:37,00:18:12,h1
115,1,Served,11:50 - 12:00,11:53:32,00:15:27,12:08:59,00:13:37,00:29:04,k1
116,2,Rejected,11:50 - 12:00,11:56:19,N/A,N/A,N/A,N/A,N/A
117,1,Served,11:50 - 12:00,11:51:17,00:15:42,12:06:59,00:03:56,00:19:38,h1
118,1,Rejected,11:50 - 12:00,11:56:15,N/A,N/A,N/A,N/A,N/A
119,4,Rejected,11:50 - 12:00,11:56:46,N/A,N/A,N/A,N/A,N/A
120,3,Rejected,11:50 - 12:00,11:57:45,N/A,N/A,N/A,N/A,N/A
121,1,Rejected,11:50 - 12:00,11:56:11,N/A,N/A,N/A,N/A,N/A
122,1,Served,11:50 - 12:00,11:55:13,00:18:32,12:13:45,00:04:12,00:22:44,k2
