group_id,size,status,time_band,arrival_time,in_queue_time,service_start_time,service_time,wait_time,served_by
1,2,Served,10:30 - 10:40,10:39:35,00:00:00,10:39:35,00:03:26,00:03:26,h1
2,2,Served,10:40 - 10:50,10:42:58,00:00:00,10:42:58,00:01:27,00:01:27,k1
3,2,Served,10:40 - 10:50,10:41:38,00:00:00,10:41:38,00:03:21,00:03:21,h2
4,1,Served,10:50 - 11:00,10:53:41,00:00:00,10:53:41,00:01:04,00:01:04,h1
5,1,Served,10:50 - 11:00,10:58:54,00:00:00,10:58:54,00:02:44,00:02:44,h1
6,2,Served,10:50 - 11:00,10:59:29,00:00:00,10:59:29,00:08:44,00:08:44,k1
7,2,Served,10:50 - 11:00,10:57:39,00:00:00,10:57:39,00:02:43,00:02:43,h2
8,3,Served,10:50 - 11:00,10:55:52,00:00:00,10:55:52,00:02:35,00:02:35,h1
9,2,Served,11:00 - 11:10,11:08:50,00:00:00,11:08:50,00:02:42,00:02:42,k1
10,3,Served,11:00 - 11:10,11:07:05,00:00:00,11:07:05,00:02:41,00:02:41,h2
11,1,Served,11:00 - 11:10,11:09:19,00:00:00,11:09:19,00:06:31,00:06:31,h1
12,2,Served,11:00 - 11:10,11:06:53,00:00:00,11:06:53,00:01:59,00:01:59,h1
13,1,Served,11:00 - 11:10,11:03:24,00:00:06,11:03:30,00:01:29,00:01:35,h1
14,2,Served,11:00 - 11:10,11:05:12,00:00:00,11:05:12,00:01:07,00:01:07,h1
15,2,Served,11:00 - 11:10,11:08:09,00:00:00,11:08:09,00:07:44,00:07:44,k2
16,3,Served,11:00 - 11:10,11:01:31,00:00:00,11:01:31,00:02:03,00:02:03,h2
17,2,Served,11:00 - 11:10,11:02:52,00:00:00,11:02:52,00:02:35,00:02:35,k2
18,2,Served,11:00 - 11:10,11:02:28,00:00:00,11:02:28,00:01:02,00:01:02,h1
19,2,Served,11:10 - 11:20,11:15:21,00:02:56,11:18:17,00:01:09,00:04:05,k2
20,5,Served,11:10 - 11:20,11:13:07,00:02:46,11:15:53,00:02:24,00:05:10,k2
21,3,Served,11:10 - 11:20,11:18:14,00:00:32,11:18:46,00:01:39,00:02:11,h2
22,2,Served,11:10 - 11:20,11:11:13,00:00:19,11:11:32,00:07:40,00:07:59,k1
23,5,Served,11:10 - 11:20,11:13:08,00:02:47,11:15:55,00:02:51,00:05:38,h2
24,4,Served,11:10 - 11:20,11:11:21,00:04:29,11:15:50,00:02:50,00:07:19,h1
25,2,Served,11:10 - 11:20,11:16:20,00:02:20,11:18:40,00:03:38,00:05:58,h1
26,2,Served,11:10 - 11:20,11:18:57,00:00:15,11:19:12,00:04:23,00:04:38,k1
27,1,Served,11:10 - 11:20,11:11:19,00:02:06,11:13:25,00:02:30,00:04:36,h2
28,2,Served,11:10 - 11:20,11:11:11,00:00:00,11:11:11,00:02:14,00:02:14,h2
29,5,Served,11:20 - 11:30,11:27:27,00:01:37,11:29:04,00:03:55,00:05:32,k2
30,3,Served,11:20 - 11:30,11:24:41,00:01:12,11:25:53,00:03:11,00:04:23,k2
